model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Kodiaq,2018,24990,Automatic,20554,Diesel,145,49.6,2.0
 Octavia,2016,15495,Semi-Auto,38283,Diesel,125,56.5,2.0
 Rapid,2016,8495,Manual,25183,Petrol,20,57.7,1.2
 Citigo,2017,7499,Manual,18256,Petrol,150,64.2,1.0
 Fabia,2017,7499,Manual,41144,Petrol,145,64.2,1.0
 Rapid,2016,7495,Manual,36279,Petrol,20,60.1,1.2
 Fabia,2017,12995,Semi-Auto,10465,Petrol,20,60.1,1.2
 Kodiaq,2017,20995,Automatic,39785,Petrol,150,44.8,1.4
 Citigo,2018,7995,Manual,4555,Petrol,150,64.2,1.0
 Fabia,2017,8995,Manual,5195,Petrol,20,58.8,1.2
 Rapid,2017,10495,Manual,15858,Petrol,150,61.4,1.0
 Fabia,2018,11495,Manual,14358,Petrol,150,64.2,1.0
 Rapid,2014,7495,Semi-Auto,40468,Petrol,145,48.7,1.4
 Superb,2018,18995,Semi-Auto,20962,Diesel,150,61.4,2.0
 Octavia,2014,11995,Semi-Auto,49928,Petrol,165,44.1,2.0
 Yeti Outdoor,2016,10995,Manual,38200,Diesel,30,62.8,2.0
 Yeti Outdoor,2017,14495,Semi-Auto,9919,Petrol,125,51.4,1.2
 Yeti Outdoor,2017,13995,Semi-Auto,12192,Petrol,150,51.4,1.2
 Octavia,2017,12995,Semi-Auto,24814,Diesel,150,70.6,1.6
 Citigo,2017,7399,Manual,11000,Petrol,145,68.9,1.0
 Yeti Outdoor,2017,11299,Semi-Auto,15112,Petrol,125,51.4,1.2
 Yeti Outdoor,2016,12495,Semi-Auto,25800,Diesel,160,51.4,2.0
 Kodiaq,2018,26995,Automatic,5684,Petrol,145,39.8,1.4
 Karoq,2018,15893,Manual,20567,Diesel,145,62.8,1.6
 Karoq,2018,19995,Automatic,11100,Petrol,150,51.4,1.5
 Octavia,2014,8495,Manual,56881,Petrol,125,53.3,1.4
 Octavia,2015,12995,Semi-Auto,63187,Diesel,145,55.4,2.0
 Octavia,2016,10295,Manual,37078,Diesel,0,74.3,1.6
 Superb,2018,19995,Semi-Auto,4549,Diesel,145,62.8,2.0
 Octavia,2017,14995,Semi-Auto,15777,Diesel,30,62.8,2.0
 Fabia,2017,8999,Manual,19300,Petrol,20,60.1,1.2
 Citigo,2014,4299,Manual,34300,Petrol,20,62.8,1.0
 Citigo,2017,8799,Automatic,11478,Petrol,150,64.2,1.0
 Fabia,2018,9995,Manual,15915,Petrol,145,61.4,1.0
 Rapid,2014,6995,Manual,41648,Petrol,125,52.3,1.2
 Octavia,2017,13895,Manual,12554,Petrol,145,56.5,1.5
 Karoq,2018,17495,Manual,11263,Petrol,145,40.4,1.0
 Yeti Outdoor,2017,11995,Manual,23058,Diesel,30,62.8,2.0
 Yeti Outdoor,2017,12721,Semi-Auto,16446,Petrol,125,51.4,1.2
 Superb,2017,14119,Manual,43298,Diesel,20,67.3,2.0
 Yeti Outdoor,2017,14997,Semi-Auto,16667,Petrol,125,51.4,1.2
 Octavia,2016,15562,Semi-Auto,17854,Diesel,125,60.1,2.0
 Karoq,2018,14406,Manual,29174,Petrol,145,53.3,1.0
 Yeti Outdoor,2017,13253,Semi-Auto,15265,Petrol,125,51.4,1.2
 Fabia,2018,11495,Manual,12855,Petrol,145,64.2,1.0
 Fabia,2017,7495,Manual,11495,Petrol,145,57.7,1.0
 Superb,2017,18495,Semi-Auto,11277,Diesel,145,61.4,2.0
 Rapid,2016,7695,Manual,59465,Diesel,0,67.3,1.6
 Yeti Outdoor,2017,14995,Semi-Auto,20926,Petrol,145,51.4,1.2
 Fabia,2018,9995,Manual,3109,Petrol,150,57.7,1.0
 Superb,2018,17480,Semi-Auto,12836,Petrol,145,53.3,1.4
 Fabia,2016,9790,Manual,13844,Petrol,20,58.9,1.2
 Fabia,2016,9495,Manual,16074,Petrol,20,60.1,1.2
 Karoq,2017,12995,Automatic,24314,Petrol,125,51.4,1.5
 Fabia,2018,9995,Manual,9206,Petrol,150,64.2,1.0
 Fabia,2017,8995,Manual,10161,Petrol,150,64.2,1.0
 Yeti Outdoor,2017,15995,Semi-Auto,21872,Diesel,150,51.4,2.0
 Yeti Outdoor,2017,12495,Manual,28637,Petrol,145,51.4,1.2
 Citigo,2017,7495,Manual,19545,Petrol,145,64.2,1.0
 Rapid,2014,6995,Semi-Auto,53286,Diesel,30,62.8,1.6
 Fabia,2017,9995,Manual,20569,Petrol,150,64.2,1.0
 Octavia,2014,8495,Manual,65299,Diesel,0,74.3,1.6
 Yeti Outdoor,2017,13995,Semi-Auto,11259,Petrol,125,51.4,1.2
 Citigo,2017,6200,Manual,33098,Petrol,145,64.2,1.0
 Rapid,2017,8490,Manual,27737,Petrol,150,57.7,1.2
 Fabia,2017,8390,Manual,24170,Petrol,150,64.2,1.0
 Fabia,2015,6490,Manual,48899,Petrol,20,60.1,1.2
 Superb,2016,13995,Manual,39954,Diesel,20,68.9,2.0
 Fabia,2018,9995,Manual,10880,Petrol,145,64.2,1.0
 Rapid,2013,6295,Manual,53472,Petrol,30,55.4,1.2
 Octavia,2017,14495,Automatic,15233,Petrol,145,57.7,1.4
 Fabia,2017,8995,Manual,36212,Petrol,145,64.2,1.0
 Fabia,2017,9995,Manual,35981,Petrol,145,64.2,1.0
 Yeti Outdoor,2016,13495,Semi-Auto,14898,Petrol,125,51.4,1.2
 Fabia,2018,9995,Manual,15290,Petrol,145,64.2,1.0
 Citigo,2015,6495,Manual,25869,Petrol,0,67.3,1.0
 Fabia,2017,9295,Manual,21145,Petrol,145,64.2,1.0
 Citigo,2016,6790,Manual,6000,Petrol,20,62.8,1.0
 Superb,2017,18495,Semi-Auto,28202,Diesel,150,61.4,2.0
 Citigo,2017,7995,Manual,12408,Petrol,150,64.2,1.0
 Fabia,2017,8995,Manual,20216,Petrol,150,64.2,1.0
 Octavia,2016,11995,Automatic,20367,Petrol,30,58.9,1.4
 Fabia,2017,7995,Manual,25426,Petrol,20,60.1,1.2
 Superb,2016,11990,Manual,30300,Petrol,30,57.7,1.4
 Fabia,2017,8990,Manual,24834,Petrol,145,64.2,1.0
 Fabia,2018,10295,Manual,12941,Petrol,145,64.2,1.0
 Yeti Outdoor,2016,13995,Semi-Auto,44432,Diesel,160,51.4,2.0
 Kodiaq,2017,19495,Automatic,17323,Petrol,145,44.8,1.4
 Kodiaq,2017,24295,Automatic,19261,Petrol,145,38.2,2.0
 Yeti,2016,10747,Semi-Auto,20967,Petrol,125,51.4,1.2
 Rapid,2013,4591,Manual,50257,Petrol,125,52.3,1.2
 Octavia,2016,11499,Semi-Auto,15610,Diesel,0,76.4,1.6
 Fabia,2017,11498,Manual,14015,Petrol,145,58.9,1.2
 Superb,2018,19490,Semi-Auto,10564,Diesel,145,60.1,2.0
 Superb,2018,16990,Semi-Auto,20153,Diesel,145,61.4,2.0
 Kodiaq,2017,21490,Automatic,40989,Petrol,145,38.2,2.0
 Fabia,2018,9891,Manual,8851,Petrol,145,57.7,1.0
 Yeti Outdoor,2016,11998,Semi-Auto,21008,Petrol,125,51.4,1.2
 Superb,2018,17999,Semi-Auto,16350,Diesel,145,60.1,2.0
 Yeti,2013,7999,Manual,73000,Diesel,200,47.1,2.0
 Karoq,2018,21699,Automatic,26500,Petrol,145,50.4,1.5
 Yeti Outdoor,2016,11699,Semi-Auto,5928,Petrol,125,51.4,1.2
 Fabia,2017,6999,Manual,50000,Petrol,20,60.1,1.2
 Yeti Outdoor,2017,13999,Semi-Auto,25453,Petrol,145,51.4,1.2
 Fabia,2018,8999,Manual,12000,Petrol,150,57.7,1.0
 Fabia,2016,6999,Manual,29000,Diesel,0,78.6,1.4
 Citigo,2017,5999,Manual,28000,Petrol,150,64.2,1.0
 Rapid,2017,8199,Manual,23000,Petrol,150,61.4,1.0
 Yeti Outdoor,2017,14050,Semi-Auto,5520,Petrol,125,51.4,1.2
 Citigo,2013,3999,Manual,47000,Petrol,20,62.8,1.0
 Fabia,2015,7595,Manual,40265,Petrol,20,60.1,1.2
 Superb,2017,19995,Semi-Auto,16052,Petrol,150,45.6,2.0
 Citigo,2016,7495,Manual,33924,Petrol,20,62.8,1.0
 Octavia,2016,11500,Manual,24546,Diesel,0,74.3,1.6
 Fabia,2016,8995,Manual,42746,Petrol,20,60.1,1.2
 Octavia,2016,11517,Semi-Auto,21732,Petrol,30,58.9,1.4
 Yeti Outdoor,2016,11607,Semi-Auto,32403,Petrol,125,51.4,1.2
 Rapid,2016,5790,Manual,74129,Diesel,0,78.5,1.4
 Yeti,2016,10460,Manual,52968,Petrol,125,51.4,1.2
 Fabia,2018,8998,Manual,28916,Petrol,145,57.7,1.0
 Octavia,2016,10990,Manual,34596,Diesel,20,70.6,2.0
 Octavia,2017,15130,Semi-Auto,18956,Diesel,145,57.7,2.0
 Fabia,2017,8700,Manual,23144,Petrol,20,58.8,1.2
 Superb,2017,16600,Semi-Auto,11648,Diesel,145,61.4,2.0
 Fabia,2018,7300,Manual,2725,Petrol,145,57.7,1.0
 Fabia,2018,8420,Manual,13638,Petrol,150,64.2,1.0
 Kodiaq,2018,22897,Automatic,19080,Diesel,145,49.6,2.0
 Octavia,2018,12998,Manual,10818,Diesel,145,68.9,1.6
 Superb,2017,16750,Semi-Auto,14188,Petrol,145,53.3,1.4
 Octavia,2014,12500,Manual,38113,Diesel,30,61.4,2.0
 Citigo,2018,7499,Manual,18500,Petrol,150,64.2,1.0
 Fabia,2017,7999,Manual,25000,Petrol,150,57.7,1.0
 Octavia,2017,9999,Manual,25000,Petrol,20,62.8,1.0
 Karoq,2018,19999,Automatic,18000,Petrol,150,50.4,1.5
 Octavia,2016,14585,Manual,35893,Diesel,30,62.8,2.0
 Octavia,2018,17785,Semi-Auto,13734,Petrol,145,42.8,2.0
 Superb,2018,18285,Manual,15053,Diesel,150,64.2,2.0
 Fabia,2017,10685,Semi-Auto,13985,Petrol,20,60.1,1.2
 Rapid,2016,6985,Manual,49093,Diesel,0,74.3,1.6
 Kodiaq,2017,23685,Automatic,29889,Petrol,150,38.2,2.0
 Karoq,2018,19585,Manual,12118,Petrol,150,52.3,1.5
 Octavia,2017,11985,Manual,29878,Petrol,150,54.3,1.4
 Octavia,2017,10498,Manual,46549,Petrol,30,55.4,1.4
 Yeti Outdoor,2017,11798,Manual,26957,Petrol,125,51.4,1.2
 Octavia,2018,14995,Semi-Auto,12636,Petrol,150,55.4,1.5
 Octavia,2017,11994,Manual,30159,Diesel,145,67.3,1.6
 Octavia,2018,13498,Manual,15537,Diesel,145,67.3,1.6
 Octavia,2018,12498,Semi-Auto,17812,Petrol,145,57.7,1.4
 Fabia,2018,9123,Manual,23723,Petrol,150,64.2,1.0
 Fabia,2016,7290,Manual,56721,Petrol,20,60.1,1.2
 Citigo,2018,8990,Manual,7833,Petrol,150,68.9,1.0
 Rapid,2015,7990,Manual,28301,Petrol,20,57.7,1.2
 Kodiaq,2017,20990,Automatic,19500,Petrol,150,44.8,1.4
 Yeti Outdoor,2017,12995,Semi-Auto,18886,Petrol,125,51.4,1.2
 Fabia,2015,5895,Manual,26031,Petrol,20,58.8,1.0
 Octavia,2017,10492,Manual,33460,Petrol,145,54.3,1.4
 Citigo,2017,5995,Manual,25343,Petrol,150,64.2,1.0
 Fabia,2015,7491,Manual,38711,Petrol,20,60.1,1.2
 Fabia,2015,6850,Manual,28220,Petrol,20,60.1,1.2
 Fabia,2018,9510,Manual,15868,Petrol,145,64.2,1.0
 Yeti Outdoor,2017,13685,Manual,18945,Diesel,145,62.8,2.0
 Fabia,2015,7690,Semi-Auto,46079,Diesel,0,78.5,1.4
 Kodiaq,2017,23490,Automatic,26974,Diesel,150,49.6,2.0
 Citigo,2017,5990,Manual,38973,Petrol,150,64.2,1.0
 Fabia,2017,9990,Manual,16052,Petrol,150,58.9,1.2
 Yeti Outdoor,2017,13990,Semi-Auto,23995,Petrol,150,51.4,1.2
 Octavia,2014,8985,Semi-Auto,29997,Diesel,20,72.4,1.6
 Citigo,2016,6585,Manual,17646,Petrol,20,62.8,1.0
 Octavia,2018,17985,Semi-Auto,13892,Petrol,145,42.8,2.0
 Octavia,2016,11990,Manual,35650,Petrol,30,55.4,1.4
 Fabia,2017,9890,Manual,25766,Petrol,145,58.9,1.2
 Fabia,2018,8385,Manual,26909,Petrol,150,64.2,1.0
 Rapid,2018,10185,Manual,26311,Petrol,150,61.4,1.0
 Fabia,2017,7785,Manual,20972,Petrol,20,60.1,1.2
 Kodiaq,2017,19285,Manual,29278,Petrol,150,40.9,1.4
 Rapid,2017,8485,Manual,32657,Diesel,0,74.3,1.6
 Citigo,2018,7985,Manual,9411,Petrol,145,67.3,1.0
 Fabia,2017,8690,Manual,42149,Petrol,145,60.1,1.2
 Karoq,2018,15385,Manual,13107,Diesel,150,61.4,1.6
 Fabia,2018,9485,Manual,14080,Petrol,150,57.7,1.0
 Citigo,2017,6800,Manual,24000,Petrol,145,64.2,1.0
 Octavia,2018,12698,Semi-Auto,2956,Petrol,145,61.4,1.0
 Octavia,2018,11998,Manual,18573,Diesel,145,68.9,1.6
 Yeti Outdoor,2017,13498,Semi-Auto,20020,Petrol,125,51.4,1.2
 Octavia,2016,8998,Semi-Auto,73173,Diesel,30,64.2,2.0
 Karoq,2018,16291,Manual,6279,Diesel,145,61.4,1.6
 Yeti Outdoor,2017,12890,Manual,17115,Petrol,145,51.4,1.2
 Octavia,2018,11471,Manual,26368,Diesel,145,68.9,1.6
 Yeti Outdoor,2016,13495,Semi-Auto,38495,Diesel,160,51.4,2.0
 Octavia,2016,7550,Manual,70661,Diesel,0,74.3,1.6
 Fabia,2018,11530,Manual,8552,Petrol,145,60.1,1.0
 Superb,2016,10490,Manual,34221,Petrol,125,52.3,1.4
 Fabia,2015,8580,Semi-Auto,23466,Petrol,20,60.1,1.2
 Fabia,2018,10391,Manual,13382,Petrol,145,64.2,1.0
 Octavia,2017,13490,Semi-Auto,13269,Diesel,150,70.6,1.6
 Yeti Outdoor,2017,13995,Semi-Auto,16374,Petrol,125,51.4,1.2
 Octavia,2017,16590,Semi-Auto,28691,Diesel,125,58.9,2.0
 Octavia,2017,13695,Semi-Auto,16728,Petrol,145,56.5,1.4
 Fabia,2015,10495,Semi-Auto,31727,Petrol,20,58.9,1.2
 Superb,2016,12995,Manual,20304,Petrol,30,57.7,1.4
 Fabia,2017,11795,Semi-Auto,31647,Petrol,20,60.1,1.2
 Yeti Outdoor,2014,12995,Semi-Auto,24900,Diesel,205,44.8,2.0
 Yeti Outdoor,2017,13495,Semi-Auto,30593,Petrol,125,51.4,1.2
 Roomster,2015,7000,Manual,24600,Diesel,125,60.1,1.6
 Kodiaq,2018,24490,Automatic,22219,Diesel,145,49.6,2.0
 Karoq,2018,18290,Manual,7757,Petrol,145,52.3,1.5
 Kodiaq,2018,20990,Automatic,30728,Petrol,145,39.8,1.4
 Rapid,2017,8752,Manual,15261,Petrol,145,62.8,1.0
 Fabia,2017,7990,Manual,36594,Petrol,150,60.1,1.2
 Superb,2018,18990,Manual,7256,Diesel,150,65.7,2.0
 Rapid,2017,8990,Manual,23002,Petrol,145,57.7,1.2
 Octavia,2017,10795,Manual,34301,Petrol,145,58.9,1.0
 Karoq,2018,18495,Manual,21867,Petrol,145,51.4,1.5
 Fabia,2017,8995,Manual,10765,Petrol,145,64.2,1.0
 Superb,2016,14299,Semi-Auto,25593,Diesel,30,62.8,2.0
 Kodiaq,2017,15799,Manual,13018,Petrol,145,46.3,1.4
 Kodiaq,2017,16990,Manual,21961,Petrol,150,40.9,1.4
 Fabia,2018,8990,Manual,12695,Petrol,150,62.8,1.0
 Citigo,2017,6390,Manual,23161,Petrol,145,64.2,1.0
 Karoq,2018,19890,Automatic,15700,Petrol,150,50.4,1.5
 Yeti Outdoor,2017,10999,Manual,33700,Petrol,125,51.4,1.2
 Yeti Outdoor,2016,9999,Manual,28000,Petrol,125,51.4,1.2
 Yeti,2016,9999,Manual,45000,Petrol,125,51.4,1.2
 Karoq,2018,19000,Automatic,5280,Petrol,145,50.4,1.5
 Citigo,2018,8199,Manual,9000,Petrol,150,67.3,1.0
 Fabia,2017,10889,Semi-Auto,10487,Petrol,20,60.1,1.2
 Fabia,2018,10898,Manual,8787,Petrol,150,64.2,1.0
 Fabia,2016,8450,Manual,21204,Petrol,20,60.1,1.2
 Fabia,2017,9250,Manual,14940,Petrol,20,60.1,1.2
 Fabia,2015,8000,Manual,27477,Petrol,20,60.1,1.2
 Citigo,2016,6195,Manual,31654,Petrol,20,62.8,1.0
 Octavia,2017,11491,Manual,24416,Diesel,145,65.7,2.0
 Fabia,2016,10000,Semi-Auto,23732,Petrol,20,60.1,1.2
 Octavia,2016,10795,Manual,20663,Petrol,30,55.4,1.4
 Citigo,2017,6946,Manual,22242,Petrol,150,68.9,1.0
 Yeti Outdoor,2017,12490,Manual,19690,Petrol,150,51.4,1.2
 Yeti,2016,9500,Manual,45522,Petrol,125,51.4,1.2
 Fabia,2016,6850,Manual,51449,Petrol,20,60.1,1.2
 Superb,2016,9740,Semi-Auto,60310,Diesel,20,70.6,1.6
 Citigo,2014,4693,Manual,34521,Petrol,20,62.8,1.0
 Fabia,2017,9599,Manual,5000,Petrol,150,64.2,1.0
 Rapid,2017,8699,Manual,10000,Petrol,150,57.7,1.2
 Fabia,2016,7995,Manual,29045,Petrol,20,60.1,1.2
 Citigo,2018,8295,Manual,7033,Petrol,145,67.3,1.0
 Citigo,2018,6495,Manual,22278,Petrol,145,64.2,1.0
 Rapid,2017,8065,Manual,13456,Diesel,145,74.3,1.4
 Rapid,2017,8595,Manual,19691,Petrol,145,62.8,1.0
 Octavia,2018,14995,Automatic,2500,Petrol,145,58.9,1.0
 Citigo,2018,7895,Manual,9843,Petrol,145,68.9,1.0
 Octavia,2014,7995,Manual,47573,Petrol,30,53.3,1.4
 Fabia,2018,12000,Semi-Auto,3158,Petrol,150,61.4,1.0
 Karoq,2018,17000,Automatic,14217,Diesel,145,62.8,1.6
 Octavia,2018,15000,Automatic,5475,Diesel,145,67.3,2.0
 Fabia,2017,11250,Semi-Auto,10381,Petrol,20,60.1,1.2
 Superb,2017,15495,Manual,18674,Diesel,145,64.2,2.0
 Superb,2017,15695,Manual,20231,Diesel,145,64.2,2.0
 Octavia,2018,17695,Manual,10715,Petrol,145,42.8,2.0
 Citigo,2015,5995,Manual,25373,Petrol,20,62.8,1.0
 Superb,2017,14995,Manual,22703,Diesel,145,64.2,1.6
 Yeti Outdoor,2017,13995,Semi-Auto,11720,Petrol,125,51.4,1.2
 Yeti Outdoor,2017,13495,Semi-Auto,23031,Petrol,125,51.4,1.2
 Fabia,2018,8995,Manual,23292,Petrol,150,64.2,1.0
 Fabia,2017,7990,Manual,28582,Petrol,20,60.1,1.2
 Yeti,2016,8707,Manual,47219,Petrol,125,51.4,1.2
 Superb,2016,13450,Semi-Auto,52722,Diesel,30,62.8,2.0
 Kodiaq,2017,22000,Manual,20461,Petrol,145,40.9,1.4
 Kodiaq,2018,22995,Automatic,13014,Petrol,145,39.8,1.4
 Fabia,2018,9510,Manual,15834,Petrol,145,64.2,1.0
 Yeti Outdoor,2017,12740,Semi-Auto,20497,Petrol,125,51.4,1.2
 Octavia,2017,16995,Manual,11500,Petrol,145,42.8,2.0
 Octavia,2018,15295,Manual,6167,Petrol,145,56.5,1.5
 Superb,2018,22995,Semi-Auto,7220,Petrol,145,43.5,2.0
 Kodiaq,2018,22995,Automatic,12036,Petrol,145,44.8,1.4
 Superb,2016,10995,Manual,31058,Diesel,20,67.3,1.6
 Citigo,2017,6495,Manual,12460,Petrol,145,64.2,1.0
 Fabia,2016,9995,Manual,24635,Petrol,20,58.9,1.2
 Octavia,2016,9243,Manual,59243,Diesel,0,74.3,1.6
 Superb,2017,12495,Automatic,38629,Petrol,30,55.4,1.4
 Octavia,2016,11495,Manual,81025,Diesel,30,62.8,2.0
 Fabia,2017,7995,Manual,36200,Petrol,20,60.1,1.2
 Fabia,2017,8495,Manual,19400,Petrol,20,60.1,1.2
 Kodiaq,2017,18000,Semi-Auto,21586,Petrol,145,44.8,1.4
 Superb,2018,16595,Semi-Auto,15021,Petrol,145,53.3,1.4
 Citigo,2017,6995,Manual,19526,Petrol,150,68.9,1.0
 Yeti Outdoor,2016,12147,Semi-Auto,17672,Petrol,125,51.4,1.2
 Yeti Outdoor,2016,12000,Semi-Auto,12963,Petrol,125,51.4,1.2
 Fabia,2018,10130,Manual,9766,Petrol,145,64.2,1.0
 Octavia,2016,10795,Manual,38653,Diesel,0,74.3,1.6
 Rapid,2017,10500,Manual,18500,Petrol,150,61.4,1.0
 Octavia,2015,9000,Manual,38340,Diesel,0,74.3,1.6
 Citigo,2017,6495,Manual,15894,Petrol,20,64.2,1.0
 Fabia,2017,8695,Manual,45322,Petrol,145,64.2,1.0
 Yeti Outdoor,2016,9495,Manual,53412,Diesel,30,62.8,2.0
 Fabia,2016,8995,Manual,22352,Petrol,20,58.8,1.2
 Octavia,2018,15995,Manual,17901,Diesel,145,62.8,2.0
 Yeti Outdoor,2017,11995,Manual,42650,Diesel,150,62.8,2.0
 Kodiaq,2017,22995,Automatic,13541,Diesel,150,49.6,2.0
 Fabia,2017,8995,Manual,23094,Petrol,20,60.1,1.2
 Citigo,2013,5000,Manual,39669,Petrol,0,68.9,1.0
 Fabia,2017,8395,Manual,21500,Petrol,150,60.1,1.2
 Octavia,2016,10000,Semi-Auto,63402,Diesel,30,64.2,2.0
 Octavia,2017,11495,Manual,22153,Diesel,150,68.9,1.6
 Fabia,2018,9495,Manual,4280,Petrol,145,57.7,1.0
 Yeti,2015,9995,Semi-Auto,36502,Petrol,125,51.4,1.2
 Fabia,2016,8995,Manual,19003,Petrol,20,60.1,1.2
 Fabia,2017,9295,Manual,20095,Petrol,145,64.2,1.0
 Fabia,2017,9495,Manual,10660,Petrol,20,60.1,1.2
 Yeti Outdoor,2017,12495,Semi-Auto,37849,Petrol,125,51.4,1.2
 Citigo,2017,6495,Manual,38581,Petrol,20,64.2,1.0
 Superb,2017,16995,Semi-Auto,12210,Diesel,150,61.4,2.0
 Kodiaq,2017,16495,Manual,39879,Petrol,150,45.6,1.4
 Octavia,2018,15995,Semi-Auto,6460,Petrol,150,54.3,1.5
 Yeti Outdoor,2017,15640,Semi-Auto,10581,Petrol,150,51.4,1.2
 Fabia,2013,5995,Manual,36524,Petrol,125,54.3,1.2
 Octavia,2015,12495,Manual,35141,Diesel,30,61.4,2.0
 Yeti Outdoor,2016,10495,Manual,36601,Petrol,125,51.4,1.2
 Fabia,2017,8195,Manual,60000,Petrol,20,60.1,1.2
 Fabia,2017,9750,Manual,27600,Diesel,20,70.6,1.4
 Octavia,2016,9995,Semi-Auto,57951,Diesel,0,74.3,1.6
 Superb,2018,17495,Semi-Auto,5479,Petrol,145,53.3,1.4
 Yeti Outdoor,2017,13695,Manual,56241,Petrol,160,44.8,1.4
 Fabia,2018,9695,Manual,18062,Diesel,145,67.3,1.4
 Citigo,2016,6745,Manual,10222,Petrol,20,64.2,1.0
 Yeti Outdoor,2016,12495,Manual,6000,Petrol,125,51.4,1.2
 Fabia,2017,8500,Manual,20000,Petrol,145,64.2,1.0
 Karoq,2018,17450,Manual,13994,Diesel,150,61.4,1.6
 Superb,2017,18790,Semi-Auto,721,Diesel,30,61.4,2.0
 Fabia,2016,11199,Semi-Auto,15892,Petrol,20,60.1,1.2
 Citigo,2017,6999,Manual,13275,Petrol,145,68.9,1.0
 Citigo,2015,6995,Automatic,16878,Petrol,20,64.2,1.0
 Fabia,2017,7683,Manual,39001,Petrol,20,60.1,1.2
 Citigo,2017,7000,Manual,2987,Petrol,145,64.2,1.0
 Kodiaq,2017,21000,Automatic,34250,Diesel,145,49.6,2.0
 Yeti Outdoor,2017,13995,Manual,22026,Petrol,145,51.4,1.2
 Yeti Outdoor,2017,12495,Manual,25981,Petrol,145,51.4,1.2
 Fabia,2017,8995,Manual,33617,Petrol,145,64.2,1.0
 Kodiaq,2018,24995,Semi-Auto,37721,Diesel,145,49.6,2.0
 Fabia,2017,7995,Manual,20807,Petrol,20,58.8,1.0
 Octavia,2017,12995,Semi-Auto,30048,Diesel,145,61.4,2.0
 Citigo,2017,8295,Manual,6630,Petrol,145,68.9,1.0
 Fabia,2018,8295,Manual,30108,Petrol,145,64.2,1.0
 Fabia,2017,9995,Manual,12005,Petrol,145,64.2,1.0
 Fabia,2017,8695,Manual,15883,Petrol,150,60.1,1.2
 Octavia,2016,11295,Semi-Auto,35000,Petrol,30,58.9,1.4
 Superb,2018,16495,Manual,50244,Diesel,150,64.2,2.0
 Fabia,2017,8495,Manual,17864,Petrol,150,60.1,1.2
 Fabia,2017,8995,Manual,14232,Petrol,145,60.1,1.2
 Yeti Outdoor,2015,10495,Semi-Auto,18372,Petrol,125,51.4,1.2
 Octavia,2018,20000,Semi-Auto,2760,Diesel,145,61.4,2.0
 Octavia,2018,12695,Manual,39395,Diesel,145,65.7,2.0
 Rapid,2016,8495,Manual,39000,Diesel,30,64.2,1.6
 Yeti Outdoor,2017,12895,Manual,21506,Petrol,125,51.4,1.2
 Yeti Outdoor,2015,10495,Manual,17987,Diesel,30,62.8,2.0
 Yeti Outdoor,2017,13495,Manual,23799,Diesel,150,55.4,2.0
 Yeti Outdoor,2017,13495,Semi-Auto,17444,Petrol,125,51.4,1.2
 Superb,2013,9995,Semi-Auto,29534,Diesel,145,53.3,2.0
 Yeti Outdoor,2017,14295,Semi-Auto,14152,Petrol,125,51.4,1.2
 Fabia,2017,9500,Manual,14536,Petrol,20,58.9,1.2
 Fabia,2017,8995,Manual,39393,Petrol,150,58.9,1.2
 Fabia,2015,6995,Manual,48000,Petrol,20,60.1,1.2
 Fabia,2017,8500,Manual,24598,Petrol,150,60.1,1.2
 Yeti Outdoor,2017,13995,Manual,5272,Petrol,125,51.4,1.2
 Superb,2018,19498,Semi-Auto,11845,Diesel,145,60.1,2.0
 Fabia,2017,10500,Semi-Auto,15200,Petrol,145,60.1,1.2
 Fabia,2018,9549,Manual,5480,Petrol,145,61.4,1.0
 Yeti Outdoor,2017,13495,Semi-Auto,20930,Petrol,145,51.4,1.2
 Superb,2017,16000,Semi-Auto,27522,Petrol,145,45.6,2.0
 Karoq,2018,19990,Automatic,23265,Petrol,145,50.4,1.5
 Yeti Outdoor,2016,11990,Manual,29935,Diesel,30,62.8,2.0
 Octavia,2017,12990,Manual,21266,Petrol,145,56.5,1.5
 Kodiaq,2017,22990,Automatic,30272,Petrol,145,39.8,1.4
 Octavia,2015,9990,Manual,41501,Diesel,20,68.9,2.0
 Fabia,2017,8990,Manual,14531,Petrol,145,57.7,1.0
 Yeti Outdoor,2017,15990,Semi-Auto,10109,Petrol,125,51.4,1.2
 Superb,2016,12500,Semi-Auto,50000,Diesel,30,62.8,2.0
 Citigo,2017,6995,Manual,27500,Petrol,20,64.2,1.0
 Fabia,2017,8750,Manual,12622,Petrol,145,57.7,1.0
 Fabia,2018,10690,Manual,8029,Petrol,145,64.2,1.0
 Octavia,2016,11990,Semi-Auto,24676,Petrol,30,58.9,1.4
 Yeti Outdoor,2017,13998,Semi-Auto,9699,Petrol,125,51.4,1.2
 Octavia,2018,12498,Manual,20955,Diesel,145,68.9,1.6
 Yeti Outdoor,2017,13998,Semi-Auto,6460,Petrol,125,51.4,1.2
 Octavia,2017,12498,Manual,11734,Petrol,145,54.3,1.4
 Superb,2015,9498,Manual,65667,Diesel,30,61.4,2.0
 Fabia,2018,9230,Manual,9869,Petrol,145,64.2,1.0
 Citigo,2013,4947,Manual,13838,Petrol,20,62.8,1.0
 Fabia,2017,10790,Automatic,18828,Petrol,20,60.1,1.2
 Citigo,2017,6990,Manual,20137,Petrol,145,64.2,1.0
