model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 A5,2019,34990,Semi-Auto,1637,Petrol,145,34.9,2.0
 RS4,2019,60990,Automatic,6000,Petrol,145,29.1,2.9
 Q5,2019,37980,Automatic,6000,Diesel,145,38.2,2.0
 RS5,2019,55990,Automatic,7800,Petrol,145,29.7,2.9
 RS4,2020,67000,Semi-Auto,3000,Petrol,145,29.1,2.9
 A4,2020,35000,Semi-Auto,3000,Petrol,145,39.2,2.0
 A3,2020,35000,Semi-Auto,3000,Petrol,145,34.9,2.0
 Q3,2020,37000,Semi-Auto,3000,Diesel,145,47.1,2.0
 A4,2019,26000,Semi-Auto,14361,Petrol,145,38.2,2.0
 Q5,2019,35500,Semi-Auto,5336,Petrol,145,33.2,2.0
 A5,2019,28500,Manual,1096,Petrol,145,37.2,2.0
 A1,2019,19000,Manual,3979,Petrol,145,51.4,1.0
 Q7,2019,47500,Semi-Auto,9044,Diesel,145,32.8,3.0
 A5,2019,27000,Automatic,7000,Diesel,145,48.7,2.0
 Q5,2019,35500,Semi-Auto,9280,Diesel,150,38.2,2.0
 Q3,2020,35500,Semi-Auto,4309,Diesel,150,45.6,2.0
 A3,2019,33000,Semi-Auto,4000,Petrol,145,33.2,2.0
 Q2,2019,30000,Semi-Auto,7000,Petrol,145,33.2,2.0
 Q3,2019,28500,Manual,4000,Diesel,145,42.8,2.0
 A7,2019,33000,Semi-Auto,6000,Diesel,145,48.7,2.0
 A1,2019,23500,Semi-Auto,4000,Petrol,145,44.8,1.5
 R8,2019,125000,Semi-Auto,500,Petrol,145,21.4,5.2
 A6,2019,35000,Semi-Auto,3000,Diesel,145,50.4,2.0
 Q3,2019,24990,Manual,7000,Petrol,145,40.9,1.5
 Q3,2019,26990,Manual,3000,Petrol,145,39.8,1.5
 Q3,2019,29500,Semi-Auto,5034,Petrol,145,32.5,2.0
 Q5,2020,38500,Semi-Auto,4000,Petrol,145,32.1,2.0
 TT,2020,53500,Semi-Auto,4000,Petrol,145,30.7,2.5
 A5,2020,33000,Semi-Auto,6000,Petrol,145,39.8,2.0
 Q2,2020,22669,Manual,6000,Petrol,145,45.6,1.0
 Q8,2019,76990,Semi-Auto,6000,Diesel,145,32.8,3.0
 Q5,2019,35490,Semi-Auto,5000,Diesel,145,38.2,2.0
 Q7,2020,59990,Semi-Auto,6000,Diesel,145,33.2,3.0
 A3,2019,22000,Semi-Auto,14803,Petrol,150,42.2,1.5
 A3,2019,32500,Semi-Auto,3438,Petrol,150,34.9,2.0
 Q5,2019,35000,Semi-Auto,8440,Diesel,150,38.2,2.0
 A4,2019,26990,Semi-Auto,9560,Diesel,145,47.9,2.0
 Q3,2019,32990,Semi-Auto,3300,Petrol,145,31.7,2.0
 R8,2019,109990,Automatic,6954,Petrol,145,21.6,5.2
 Q8,2019,66990,Semi-Auto,9155,Diesel,145,32.8,3.0
 Q2,2020,26169,Manual,6000,Petrol,145,43.5,1.5
 A3,2019,33500,Semi-Auto,256,Petrol,150,33.2,2.0
 TT,2019,30000,Semi-Auto,375,Petrol,145,34.0,2.0
 TT,2019,30000,Semi-Auto,4307,Petrol,145,34.9,2.0
 A6,2019,25990,Semi-Auto,28950,Diesel,150,50.4,2.0
 A3,2019,22000,Semi-Auto,13576,Petrol,150,42.2,1.5
 A1,2020,23000,Semi-Auto,3000,Petrol,145,44.8,1.0
 A3,2019,22500,Semi-Auto,4681,Diesel,145,53.3,1.6
 A3,2019,30500,Semi-Auto,7157,Petrol,145,34.9,2.0
 A3,2019,22500,Semi-Auto,14307,Petrol,145,41.5,1.5
 A3,2019,22500,Semi-Auto,12088,Petrol,145,41.5,1.5
 A3,2019,22000,Semi-Auto,14757,Petrol,145,42.2,1.5
 A3,2019,22000,Semi-Auto,14686,Petrol,145,42.2,1.5
 A4,2019,23500,Manual,4514,Petrol,145,38.2,2.0
 A1,2019,20000,Manual,2236,Petrol,145,46.3,1.5
 Q5,2019,39990,Automatic,6000,Diesel,145,38.2,2.0
 A3,2019,32990,Semi-Auto,2480,Petrol,145,34.9,2.0
 Q3,2019,35490,Automatic,4979,Diesel,145,45.6,2.0
 A5,2019,28990,Automatic,7000,Diesel,145,50.4,2.0
 RS5,2019,66990,Automatic,6000,Petrol,145,29.7,2.9
 Q2,2020,24653,Manual,6000,Petrol,145,43.5,1.5
 Q5,2019,33490,Automatic,5000,Diesel,145,38.2,2.0
 Q2,2019,32990,Automatic,6000,Petrol,145,33.2,2.0
 Q7,2019,52990,Automatic,5000,Diesel,145,33.2,3.0
 A1,2019,23286,Semi-Auto,6000,Petrol,145,40.9,2.0
 A5,2019,27990,Automatic,8000,Diesel,145,50.4,2.0
 Q3,2019,25990,Manual,7500,Diesel,145,42.8,2.0
 A8,2019,47990,Automatic,3000,Diesel,145,40.4,3.0
 Q3,2019,24990,Manual,4000,Petrol,145,40.9,1.5
 Q3,2019,26990,Manual,6000,Diesel,145,42.8,2.0
 A4,2019,26850,Automatic,5641,Diesel,145,47.9,2.0
 Q7,2019,49490,Automatic,12390,Diesel,145,33.2,3.0
 A3,2019,24443,Manual,6000,Petrol,145,42.2,1.5
 RS5,2019,54990,Semi-Auto,7800,Petrol,145,29.7,2.9
 Q7,2019,51990,Semi-Auto,3988,Diesel,145,32.8,3.0
 A5,2020,33990,Semi-Auto,6000,Diesel,145,48.7,2.0
 Q5,2020,39990,Semi-Auto,6000,Petrol,145,32.1,2.0
 A1,2019,19990,Manual,2348,Petrol,145,50.4,1.0
 A1,2020,23845,Semi-Auto,5000,Petrol,150,44.8,1.0
 Q8,2019,50990,Semi-Auto,5608,Diesel,150,33.6,3.0
 A6,2019,26990,Semi-Auto,18760,Diesel,150,50.4,2.0
 Q8,2019,65990,Semi-Auto,10000,Diesel,150,32.8,3.0
 A5,2019,31990,Automatic,5000,Petrol,145,37.7,2.0
 A5,2019,32990,Automatic,5000,Diesel,145,47.1,2.0
 A3,2019,22990,Manual,4500,Diesel,145,52.3,1.6
 A4,2019,26490,Automatic,6000,Petrol,145,42.2,2.0
 A4,2019,25490,Automatic,6000,Diesel,145,50.4,2.0
 A3,2019,22990,Semi-Auto,2091,Diesel,145,50.4,2.0
 A3,2020,34990,Semi-Auto,6000,Petrol,145,34.5,2.0
 Q3,2019,33990,Semi-Auto,6000,Diesel,145,47.1,2.0
 Q8,2019,51490,Semi-Auto,9804,Diesel,145,33.6,3.0
 Q3,2020,43990,Semi-Auto,1487,Petrol,150,31.0,2.0
 A1,2019,19990,Automatic,11200,Petrol,145,47.1,1.0
 Q2,2019,24990,Semi-Auto,3624,Petrol,145,40.9,1.5
 A3,2019,23490,Automatic,10380,Petrol,145,41.5,1.5
 A5,2019,31990,Automatic,5000,Diesel,145,51.4,2.0
 TT,2019,46990,Semi-Auto,8900,Petrol,145,31.0,2.5
 Q7,2020,62990,Semi-Auto,6000,Diesel,145,33.2,3.0
 Q3,2019,32990,Automatic,7118,Diesel,145,38.7,2.0
 Q3,2019,25990,Manual,6000,Petrol,145,42.2,1.5
 Q5,2019,38990,Semi-Auto,6000,Petrol,145,32.1,2.0
 A1,2019,20476,Manual,6000,Petrol,145,47.9,1.0
 Q2,2019,28541,Semi-Auto,6000,Petrol,145,42.2,1.5
 Q5,2020,38695,Semi-Auto,6000,Petrol,145,32.1,2.0
 A5,2019,32990,Automatic,5000,Diesel,145,47.1,2.0
 A7,2019,39990,Automatic,5000,Diesel,145,38.2,3.0
 A1,2020,26011,Semi-Auto,6000,Petrol,145,44.1,1.5
 Q3,2019,34750,Semi-Auto,4536,Petrol,145,32.1,2.0
 A3,2019,23990,Semi-Auto,9499,Petrol,145,41.5,1.5
 A3,2019,22990,Automatic,5000,Diesel,145,53.3,1.6
 A4,2019,24490,Automatic,1293,Diesel,145,48.7,2.0
 A4,2019,27490,Automatic,100,Diesel,145,47.9,2.0
 Q3,2019,35490,Semi-Auto,2790,Diesel,145,45.6,2.0
 Q5,2019,38990,Semi-Auto,2910,Petrol,145,32.1,2.0
 Q2,2019,23990,Semi-Auto,3302,Petrol,145,42.8,1.5
 RS5,2019,54990,Automatic,4474,Petrol,145,29.7,2.9
 Q3,2019,38990,Semi-Auto,1335,Petrol,145,32.1,2.0
 TT,2019,39990,Automatic,3000,Petrol,145,35.3,2.0
 Q2,2019,24490,Manual,2500,Petrol,145,43.5,1.5
 A1,2019,18990,Manual,2000,Petrol,145,48.7,1.0
 A3,2019,22061,Manual,2392,Diesel,145,51.4,1.6
 Q7,2019,59990,Automatic,3988,Diesel,145,32.8,3.0
 Q7,2019,47990,Automatic,3139,Diesel,145,33.2,3.0
 Q2,2020,26089,Semi-Auto,6000,Petrol,145,42.2,1.5
 Q5,2020,44990,Semi-Auto,6000,Diesel,145,37.2,2.0
 Q2,2020,24825,Manual,6000,Petrol,145,43.5,1.5
 Q3,2019,31990,Automatic,4500,Petrol,145,31.4,2.0
 Q2,2019,25490,Manual,3500,Petrol,145,43.5,1.5
 Q3,2019,37490,Automatic,9750,Petrol,145,30.7,2.0
 A1,2019,22059,Semi-Auto,6000,Petrol,145,44.8,1.0
 Q7,2020,89990,Semi-Auto,5000,Diesel,145,29.4,4.0
 A3,2019,23990,Automatic,2778,Petrol,145,40.9,2.0
 A3,2019,23990,Automatic,6000,Diesel,145,52.3,1.6
 Q2,2019,25990,Manual,6000,Diesel,145,46.3,1.6
 A5,2019,32990,Automatic,500,Diesel,145,50.4,2.0
 A6,2019,31990,Semi-Auto,8011,Diesel,145,47.9,2.0
 Q3,2019,29990,Automatic,2473,Petrol,145,31.7,2.0
 Q5,2020,48990,Semi-Auto,5000,Hybrid,135,117.7,2.0
 Q2,2019,22490,Manual,2044,Diesel,145,49.6,1.6
 A3,2019,22967,Manual,6000,Petrol,145,43.5,1.5
 Q7,2019,45990,Semi-Auto,6000,Diesel,145,33.2,3.0
 A4,2019,25990,Automatic,10654,Petrol,145,38.7,2.0
 Q3,2019,24990,Manual,6000,Petrol,145,40.9,1.5
 Q7,2019,45990,Automatic,100,Diesel,145,33.2,3.0
 Q2,2019,25690,Automatic,2000,Petrol,145,42.2,1.5
 A3,2019,22490,Manual,3000,Petrol,145,44.1,1.5
 RS3,2019,47990,Semi-Auto,3584,Petrol,145,29.7,2.5
 Q2,2020,26139,Semi-Auto,6000,Petrol,145,42.2,1.5
 Q2,2019,25490,Manual,6000,Petrol,145,43.5,1.5
 Q3,2019,40990,Automatic,500,Petrol,145,31.0,2.0
 A1,2019,20595,Manual,6000,Petrol,145,47.9,1.0
 Q2,2019,23490,Manual,822,Petrol,145,44.8,1.5
 Q3,2019,32082,Manual,6000,Petrol,145,40.9,1.5
 Q3,2019,38990,Automatic,3000,Petrol,145,32.1,2.0
 Q2,2019,24479,Manual,3561,Petrol,145,43.5,1.5
 Q3,2019,26990,Manual,4500,Diesel,145,42.8,2.0
 TT,2019,27990,Automatic,5000,Petrol,145,35.3,2.0
 TT,2019,26990,Manual,2500,Petrol,145,38.2,2.0
 Q3,2019,27990,Manual,5000,Petrol,145,39.8,1.5
 A6,2019,28990,Automatic,11000,Diesel,145,50.4,2.0
 Q3,2020,30990,Semi-Auto,700,Petrol,150,39.8,1.5
 Q3,2020,30450,Semi-Auto,4000,Diesel,145,47.1,2.0
 A1,2019,21490,Semi-Auto,11310,Petrol,150,47.1,1.0
 Q2,2019,22453,Manual,7462,Petrol,150,42.8,1.5
 A6,2020,48990,Semi-Auto,6000,Petrol,150,30.7,3.0
 Q3,2019,30990,Automatic,6681,Diesel,145,38.7,2.0
 A3,2019,26290,Semi-Auto,3345,Diesel,145,51.4,2.0
 Q5,2019,33950,Semi-Auto,2192,Diesel,145,38.2,2.0
 Q7,2020,51995,Semi-Auto,3000,Diesel,145,33.2,3.0
 Q3,2019,28990,Automatic,5454,Diesel,145,47.1,2.0
 A3,2019,24990,Semi-Auto,5874,Diesel,145,50.4,2.0
 A3,2019,21490,Automatic,15116,Petrol,145,42.2,1.5
 A3,2019,21490,Semi-Auto,12152,Petrol,150,42.2,1.5
 A6,2019,34990,Semi-Auto,5301,Diesel,150,39.2,3.0
 A3,2019,22290,Manual,4533,Petrol,150,42.2,1.5
 A3,2019,24490,Semi-Auto,5523,Petrol,150,42.2,1.5
 Q3,2019,27950,Semi-Auto,1701,Diesel,150,48.7,2.0
 Q5,2019,31950,Semi-Auto,11296,Diesel,150,38.2,2.0
 A3,2019,22950,Automatic,6605,Diesel,145,51.4,2.0
 A4,2019,26750,Automatic,4214,Diesel,145,49.6,2.0
 A3,2019,25950,Semi-Auto,7261,Diesel,145,51.4,2.0
 A4,2019,26950,Automatic,6000,Petrol,145,38.2,2.0
 A5,2019,27995,Automatic,8000,Diesel,145,48.7,2.0
 A5,2019,27995,Automatic,5000,Petrol,145,40.4,2.0
 Q5,2020,49990,Semi-Auto,5000,Diesel,145,34.5,3.0
 Q5,2019,33290,Semi-Auto,5940,Diesel,145,38.2,2.0
 Q5,2019,36990,Semi-Auto,6941,Petrol,145,32.1,2.0
 A5,2019,34950,Semi-Auto,3760,Diesel,145,44.8,2.0
 TT,2019,31990,Automatic,3871,Petrol,145,34.0,2.0
 Q3,2019,28900,Semi-Auto,6366,Petrol,145,32.5,2.0
 A4,2019,26495,Semi-Auto,9662,Diesel,145,45.6,2.0
 A3,2019,23450,Semi-Auto,10122,Petrol,145,41.5,1.5
 TT,2019,24990,Semi-Auto,3774,Petrol,145,40.9,2.0
 A4,2020,28995,Semi-Auto,4000,Diesel,145,54.3,3.0
 Q3,2020,37495,Semi-Auto,2000,Petrol,145,39.8,1.5
 Q3,2019,29850,Semi-Auto,15648,Petrol,145,31.7,2.0
 A3,2019,22690,Automatic,9818,Petrol,145,42.2,1.5
 A3,2019,22990,Semi-Auto,15202,Petrol,145,41.5,1.5
 Q3,2019,30450,Semi-Auto,12244,Petrol,145,31.7,2.0
 Q3,2019,30450,Semi-Auto,8761,Petrol,145,31.7,2.0
 A4,2019,43541,Semi-Auto,6339,Diesel,150,39.2,3.0
 A3,2019,32111,Semi-Auto,3877,Petrol,150,34.9,2.0
 A4,2019,23990,Manual,5000,Petrol,145,38.2,2.0
 Q2,2019,23990,Manual,4484,Petrol,145,39.2,1.5
 Q2,2019,29990,Automatic,5113,Petrol,145,33.2,2.0
 Q7,2019,45990,Semi-Auto,11475,Diesel,145,33.2,3.0
 Q3,2020,27911,Manual,1912,Petrol,145,40.9,1.5
 Q2,2019,23990,Automatic,6994,Petrol,145,42.8,1.5
 Q2,2019,23990,Automatic,1453,Petrol,145,42.8,1.5
 Q7,2019,45990,Automatic,8500,Diesel,145,33.2,3.0
 A6,2019,27990,Automatic,6000,Diesel,145,50.4,2.0
 A3,2019,33990,Semi-Auto,4290,Petrol,145,34.9,2.0
 Q3,2019,27495,Semi-Auto,14000,Diesel,145,47.1,2.0
 A4,2020,32995,Semi-Auto,3000,Petrol,145,42.2,2.0
 A3,2019,19111,Semi-Auto,10325,Diesel,150,54.3,1.6
 A1,2019,18611,Manual,7694,Petrol,150,50.4,1.0
 Q3,2019,27250,Manual,2485,Petrol,145,39.8,1.5
 A3,2019,24990,Automatic,6000,Petrol,145,44.1,1.5
 Q5,2019,31490,Automatic,3283,Diesel,145,39.2,2.0
 A8,2019,50990,Automatic,5000,Diesel,145,40.4,3.0
 Q3,2019,26990,Manual,1213,Diesel,145,42.8,2.0
 Q5,2019,35990,Automatic,5000,Diesel,145,38.2,2.0
 TT,2019,31990,Automatic,5000,Petrol,145,37.2,2.0
 A5,2019,31990,Automatic,1585,Petrol,145,37.2,2.0
 Q3,2019,26990,Manual,5000,Diesel,145,42.8,2.0
 Q3,2019,25950,Manual,1000,Petrol,145,40.9,1.5
 Q2,2019,21900,Manual,1000,Diesel,145,49.6,1.6
 Q2,2019,21800,Manual,1000,Diesel,145,49.6,1.6
 Q2,2019,25354,Semi-Auto,1947,Diesel,145,44.8,1.6
 A3,2019,21586,Automatic,14670,Petrol,145,42.2,1.5
 A6,2019,30886,Semi-Auto,2596,Diesel,145,47.9,2.0
 TT,2019,32170,Automatic,14311,Petrol,145,34.0,2.0
 Q2,2019,20834,Manual,5880,Diesel,145,49.6,1.6
 Q2,2019,21286,Manual,723,Diesel,145,49.6,1.6
 A3,2019,18830,Manual,9640,Petrol,145,42.8,1.5
 A5,2020,29750,Semi-Auto,2000,Diesel,145,51.4,2.0
 A4,2019,42950,Automatic,3440,Diesel,145,40.9,3.0
 A4,2019,23750,Automatic,2000,Diesel,145,51.4,2.0
 A4,2019,27495,Automatic,6000,Diesel,145,48.7,2.0
 Q7,2019,44950,Automatic,9000,Diesel,145,33.2,3.0
 Q5,2019,30950,Automatic,2000,Diesel,145,39.2,2.0
 A3,2019,21950,Manual,5000,Diesel,145,51.4,1.6
 A4,2019,25050,Semi-Auto,10205,Petrol,145,38.2,2.0
 A5,2019,33440,Automatic,18961,Petrol,145,36.7,2.0
 Q5,2019,34936,Automatic,5607,Diesel,145,38.2,2.0
 Q2,2019,29566,Automatic,5123,Petrol,145,33.2,2.0
 A1,2019,20190,Semi-Auto,7483,Petrol,145,40.9,2.0
 A4,2019,23990,Manual,6267,Petrol,145,38.2,2.0
 Q3,2020,38330,Semi-Auto,3815,Petrol,145,30.7,2.0
 A5,2020,35220,Semi-Auto,4709,Diesel,145,48.7,2.0
 Q2,2019,28856,Automatic,5605,Petrol,145,33.2,2.0
 Q5,2019,31324,Semi-Auto,2860,Diesel,145,39.2,2.0
 Q5,2019,33094,Semi-Auto,5291,Diesel,145,38.2,2.0
 Q2,2019,19806,Manual,6771,Diesel,145,49.6,1.6
 Q5,2019,32576,Semi-Auto,6024,Diesel,145,38.2,2.0
 Q5,2019,34452,Semi-Auto,6831,Diesel,145,38.2,2.0
 Q2,2019,21262,Manual,4868,Diesel,145,49.6,1.6
 Q2,2019,21172,Manual,5999,Diesel,145,49.6,1.6
 Q2,2019,21482,Manual,1998,Diesel,145,49.6,1.6
 A1,2019,20026,Automatic,7000,Petrol,145,47.1,1.0
 A3,2019,21010,Automatic,21274,Petrol,145,40.4,2.0
 A3,2019,20006,Automatic,4007,Diesel,145,70.6,1.6
 Q3,2019,26946,Semi-Auto,15811,Petrol,145,38.2,1.5
 A4,2019,22340,Manual,10606,Petrol,145,39.2,2.0
 A4,2019,25290,Automatic,4598,Diesel,145,45.6,2.0
 A8,2019,42989,Automatic,5000,Petrol,145,37.7,3.0
 A4,2020,43890,Automatic,8115,Diesel,145,39.8,3.0
 Q3,2019,25380,Semi-Auto,11614,Diesel,145,48.7,2.0
 A7,2019,31720,Automatic,15302,Diesel,145,47.1,2.0
 A4,2019,27160,Semi-Auto,17790,Diesel,145,47.9,2.0
 A4,2019,24305,Semi-Auto,12762,Petrol,145,38.2,2.0
 A3,2019,21276,Semi-Auto,9052,Diesel,145,52.3,1.6
 A5,2019,37020,Automatic,20091,Petrol,145,38.7,2.0
 Q2,2019,21422,Manual,2877,Diesel,145,49.6,1.6
 A4,2019,23766,Semi-Auto,9893,Diesel,145,48.7,2.0
 A3,2019,18530,Semi-Auto,9961,Diesel,145,52.3,1.6
 A5,2019,25160,Semi-Auto,9889,Diesel,145,49.6,2.0
 A3,2020,21600,Manual,1222,Diesel,145,56.5,2.0
 Q2,2019,22784,Manual,4569,Petrol,145,40.9,1.5
 A3,2019,19900,Manual,8078,Diesel,145,51.4,1.6
 A3,2019,20630,Manual,5922,Diesel,145,51.4,1.6
 A6,2019,46212,Automatic,5249,Diesel,145,36.2,3.0
 A5,2019,28020,Automatic,9394,Diesel,145,45.6,2.0
 A4,2019,21910,Semi-Auto,8583,Diesel,145,51.4,2.0
 Q5,2019,32101,Semi-Auto,6875,Diesel,145,39.2,2.0
 Q3,2019,26991,Manual,2513,Petrol,145,39.8,1.5
 A1,2020,18330,Manual,1322,Petrol,145,49.6,1.0
 A6,2019,36780,Automatic,8231,Petrol,145,34.0,2.0
 Q5,2019,33716,Automatic,5555,Diesel,145,38.2,2.0
 Q5,2019,37966,Semi-Auto,4293,Petrol,145,32.1,2.0
 Q3,2019,27900,Semi-Auto,3861,Diesel,145,48.7,2.0
 A1,2019,21500,Semi-Auto,5041,Petrol,145,44.8,1.5
 Q2,2019,28900,Semi-Auto,6005,Petrol,145,33.2,2.0
 Q2,2019,23900,Manual,2728,Petrol,150,43.5,1.5
 Q2,2019,22986,Automatic,5313,Diesel,145,46.3,1.6
 Q3,2020,30210,Semi-Auto,1401,Diesel,145,48.7,2.0
 Q3,2020,31990,Semi-Auto,2166,Diesel,145,47.1,2.0
 Q3,2020,34210,Semi-Auto,1766,Petrol,145,31.7,2.0
 Q8,2019,56000,Automatic,9126,Diesel,145,33.6,3.0
 A6,2019,30000,Automatic,6101,Diesel,145,47.9,2.0
 Q8,2019,53000,Automatic,9002,Diesel,145,33.6,3.0
 A1,2019,21500,Semi-Auto,1843,Petrol,145,40.9,2.0
 Q2,2019,20682,Semi-Auto,8396,Diesel,145,47.9,1.6
 Q5,2019,34412,Semi-Auto,5990,Diesel,145,38.2,2.0
 A1,2020,19610,Manual,877,Petrol,145,48.7,1.0
 R8,2020,133900,Semi-Auto,333,Petrol,145,21.4,5.2
 A3,2019,18900,Manual,514,Diesel,150,51.4,1.6
 Q2,2019,22500,Semi-Auto,4781,Petrol,150,43.5,1.0
 A3,2019,31900,Semi-Auto,6457,Petrol,150,34.5,2.0
 A3,2019,34000,Semi-Auto,2000,Petrol,145,33.2,2.0
 A4,2020,52000,Automatic,1000,Diesel,145,40.9,3.0
 Q2,2019,21500,Manual,2000,Diesel,145,49.6,1.6
 A3,2019,23000,Semi-Auto,2000,Petrol,145,40.9,2.0
 Q3,2019,25000,Manual,2000,Petrol,145,40.9,1.5
 Q2,2019,22000,Manual,2000,Diesel,145,49.6,1.6
 Q5,2019,45000,Automatic,4920,Hybrid,135,117.7,2.0
 A3,2019,31500,Automatic,1000,Petrol,145,36.7,2.0
 Q2,2019,21500,Manual,1000,Diesel,145,47.9,1.6
 Q7,2020,78000,Automatic,1000,Diesel,145,30.1,4.0
 A4,2020,26000,Manual,1000,Petrol,145,39.2,2.0
 A4,2020,34500,Semi-Auto,1000,Diesel,145,45.6,2.0
 A8,2020,48500,Semi-Auto,2000,Diesel,145,39.2,3.0
 Q5,2020,37000,Semi-Auto,1000,Diesel,145,38.2,2.0
 Q2,2020,24000,Manual,1000,Petrol,145,43.5,1.0
 Q2,2020,26000,Semi-Auto,1000,Diesel,145,46.3,2.0
 Q3,2019,26000,Manual,2000,Diesel,145,42.8,2.0
 A5,2019,34500,Semi-Auto,2000,Petrol,145,37.7,2.0
 A4,2020,31500,Semi-Auto,1000,Diesel,145,53.3,2.0
 A4,2020,28500,Manual,1000,Petrol,145,39.2,2.0
 A3,2019,23000,Semi-Auto,2000,Petrol,145,40.9,2.0
 A4,2020,25000,Manual,1000,Petrol,145,42.2,2.0
 A3,2019,18700,Manual,11337,Diesel,150,55.4,2.0
 TT,2020,49000,Semi-Auto,4060,Petrol,145,30.7,2.5
 Q7,2019,69000,Automatic,1,Diesel,145,30.1,4.0
 A3,2019,24000,Semi-Auto,3058,Petrol,145,42.2,1.5
 A3,2019,24500,Semi-Auto,2246,Petrol,145,43.5,1.5
 TT,2020,29000,Semi-Auto,1000,Petrol,145,40.9,2.0
 Q3,2020,28500,Semi-Auto,1000,Diesel,145,47.1,2.0
 Q5,2020,35000,Semi-Auto,5000,Diesel,145,38.2,2.0
 A3,2019,30500,Semi-Auto,266,Petrol,150,34.9,2.0
 A6,2019,32500,Semi-Auto,11698,Diesel,150,39.8,3.0
 Q5,2019,35900,Semi-Auto,2369,Diesel,150,38.2,2.0
 A3,2019,22900,Manual,2455,Diesel,150,52.3,1.6
 Q5,2019,35900,Semi-Auto,3258,Diesel,150,38.2,2.0
 A5,2020,30000,Semi-Auto,1000,Diesel,145,47.1,2.0
 A5,2020,38000,Semi-Auto,1000,Diesel,145,50.4,2.0
 A5,2020,30000,Semi-Auto,1000,Diesel,145,50.4,2.0
 A1,2019,22900,Semi-Auto,3300,Petrol,150,40.9,2.0
 Q8,2020,58000,Semi-Auto,2000,Diesel,145,33.6,3.0
 Q7,2020,52000,Semi-Auto,1000,Diesel,145,33.2,3.0
 Q3,2020,38000,Semi-Auto,2000,Petrol,145,30.7,2.0
 A6,2019,60000,Automatic,1000,Diesel,145,35.8,3.0
 A5,2019,32500,Automatic,1000,Diesel,145,47.1,2.0
 Q3,2019,25000,Manual,1000,Petrol,145,40.9,1.5
 A5,2020,31000,Semi-Auto,1000,Diesel,145,47.1,2.0
 A4,2020,44000,Semi-Auto,1000,Diesel,145,39.8,3.0
 A3,2020,26500,Manual,100,Diesel,145,52.3,1.6
 A4,2020,25500,Manual,1000,Petrol,145,42.2,2.0
 A4,2020,25500,Manual,1000,Petrol,145,42.2,2.0
 A5,2020,26500,Semi-Auto,5000,Diesel,145,47.1,2.0
 Q3,2020,30000,Manual,1000,Petrol,145,40.9,1.5
 Q5,2019,34000,Automatic,1000,Diesel,145,38.2,2.0
 Q3,2019,26000,Manual,3000,Diesel,145,42.8,2.0
 Q5,2019,34000,Automatic,1000,Diesel,145,38.2,2.0
 Q3,2019,26000,Manual,1000,Diesel,145,42.8,2.0
 A5,2019,32000,Manual,2000,Petrol,145,37.2,2.0
 Q3,2019,31000,Manual,2000,Petrol,145,39.8,1.5
 A3,2019,31900,Semi-Auto,2839,Petrol,145,34.9,2.0
 A4,2019,24000,Manual,1000,Petrol,145,39.2,2.0
 A6,2019,31000,Automatic,9577,Diesel,145,47.9,2.0
 Q5,2019,35500,Semi-Auto,6273,Diesel,145,38.2,2.0
 A4,2019,25000,Automatic,1000,Petrol,145,38.2,2.0
 Q5,2019,34000,Automatic,5027,Diesel,145,38.2,2.0
 A5,2019,30000,Automatic,1000,Diesel,145,47.1,2.0
 A5,2019,28000,Automatic,6596,Diesel,145,47.1,2.0
 A3,2019,19700,Manual,4272,Diesel,145,51.4,1.6
 A5,2019,28500,Automatic,5374,Petrol,145,37.7,2.0
 A3,2019,23500,Semi-Auto,10897,Petrol,150,42.2,1.5
 A3,2019,22500,Semi-Auto,2061,Petrol,150,42.2,1.5
 A1,2019,18500,Manual,1000,Petrol,150,51.4,1.0
 Q7,2019,44500,Automatic,13178,Diesel,145,32.8,3.0
 Q3,2019,25000,Manual,2000,Petrol,145,40.9,1.5
 Q5,2020,37000,Semi-Auto,2000,Diesel,145,38.2,2.0
 A5,2019,29500,Automatic,1000,Petrol,145,39.8,2.0
 Q3,2019,26000,Manual,1000,Diesel,145,42.8,2.0
 Q2,2019,21500,Manual,1000,Diesel,145,49.6,1.6
 Q5,2019,34000,Automatic,1000,Diesel,145,38.2,2.0
 A5,2019,29950,Semi-Auto,1284,Petrol,145,39.8,2.0
 A3,2019,22950,Manual,1484,Diesel,145,51.4,1.6
 A5,2019,29950,Semi-Auto,3484,Diesel,145,51.4,2.0
 Q5,2019,42450,Semi-Auto,8867,Diesel,145,36.2,2.0
 Q2,2019,20950,Manual,3198,Diesel,145,49.6,1.6
 A3,2019,19950,Manual,2583,Diesel,145,51.4,1.6
 A3,2019,23950,Manual,2155,Diesel,145,51.4,1.6
 Q2,2019,22450,Manual,4195,Diesel,145,47.9,1.6
 Q2,2019,20850,Manual,2445,Diesel,145,49.6,1.6
 A4,2019,38950,Semi-Auto,5484,Diesel,145,44.1,2.0
 Q3,2019,32850,Semi-Auto,5450,Diesel,145,47.1,2.0
 A6,2019,41850,Semi-Auto,14051,Diesel,145,36.2,3.0
 Q7,2019,56950,Semi-Auto,13856,Diesel,145,32.8,3.0
 A3,2019,31950,Semi-Auto,6602,Petrol,145,34.9,2.0
 A5,2019,25950,Semi-Auto,8130,Diesel,145,67.3,2.0
 Q5,2019,47850,Semi-Auto,11751,Diesel,145,34.5,3.0
